N1 ,N2 ,N3 ,N4 ,N5,N6 ,N7 ,N8,N9 ,M1 ,M2,M3 
0.0681,0.0441,8.809477843,1.483046128,10.03499284,0.986636053,0.2361,0.1771,0.852212537,HOLD,LOWER,RAISE
0.0671,0.0441,9.063773966,1.225514995,10.03499284,1.188024792,0.2401,0.1801,0.877875848,HOLD,LOWER,RAISE
0.0661,0.0441,9.709915729,0.971218872,10.03499284,1.479177979,0.2441,0.1831,0.903216785,HOLD,LOWER,RAISE
0.0651,0.0441,10.61065542,0.325077109,10.03499284,1.99953193,0.2481,0.1861,0.967605646,HOLD,HOLD,RAISE
0.0651,0.0441,9.44479381,-0.575662579,10.03499284,6.528085253,0.2521,0.1891,1.05736552,HOLD,HOLD,RAISE
0.0651,0.0441,2.014787967,0.590199028,10.03499284,-3.281364521,0.2561,0.1921,0.941185904,HOLD,HOLD,RAISE
0.0651,0.0441,2.158246303,8.020204871,10.03499284,0.682748657,0.2601,0.1951,0.200776224,RAISE,HOLD,RAISE
0.0651,0.0451,2.997062512,7.876746535,10.03499284,0.053820229,0.2641,0.1981,0.215072032,RAISE,HOLD,RAISE
0.0651,0.0461,3.317832232,7.037930326,10.03499284,0.076098996,0.2681,0.2011,0.298661151,RAISE,HOLD,RAISE
0.0651,0.0471,4.205215009,6.717160605,10.03499284,0.094284316,0.2721,0.2041,0.330626268,RAISE,HOLD,RAISE
0.0651,0.0481,4.509124921,5.829777828,10.03499284,0.125208113,0.2761,0.2071,0.419055108,RAISE,HOLD,RAISE
0.0651,0.0491,5.245384593,5.525867917,10.03499284,0.154692856,0.2801,0.2101,0.449340123,RAISE,HOLD,RAISE
0.0651,0.0501,5.564728701,4.789608244,10.03499284,0.189848352,0.2841,0.2131,0.522709351,RAISE,HOLD,RAISE
0.0651,0.0511,5.920572157,4.470264137,10.03499284,0.232366758,0.2881,0.2161,0.554532404,RAISE,RAISE,RAISE
0.0851,0.0521,6.316441147,4.114420681,10.03499284,0.264886905,0.2921,0.2191,0.589992664,RAISE,RAISE,RAISE
0.1051,0.0531,6.709882308,3.71855169,10.03499284,0.30703915,0.2961,0.2221,0.62944152,RAISE,LOWER,RAISE
0.1041,0.0541,7.157539588,3.325110529,10.03499284,0.360886865,0.3001,0.2251,0.66864844,RAISE,LOWER,RAISE
0.1031,0.0551,7.989479611,2.87745325,10.03499284,0.430514386,0.3041,0.2281,0.713258066,RAISE,LOWER,RAISE
0.1021,0.0561,8.361700409,2.045513227,10.03499284,0.555316032,0.3081,0.2311,0.796161964,RAISE,LOWER,RAISE
0.1011,0.0571,8.51745438,1.673292429,10.03499284,0.81756503,0.3121,0.2341,0.833254248,HOLD,LOWER,RAISE
0.1001,0.0571,9.156346998,1.517538457,10.03499284,1.018047322,0.3161,0.2371,0.848775332,HOLD,LOWER,RAISE
0.0991,0.0571,9.182595484,0.878645839,10.03499284,1.206736733,0.3201,0.2401,0.912441807,HOLD,LOWER,RAISE
0.0981,0.0571,7.632701216,0.852397354,10.03499284,2.090169912,0.3241,0.2431,0.915057503,HOLD,LOWER,RAISE
0.0971,0.0571,8.168860521,2.402291621,10.03499284,1.790878675,0.3281,0.2461,0.760608537,RAISE,LOWER,RAISE
0.0961,0.0581,8.283166345,1.866132316,10.03499284,0.680088999,0.3321,0.2491,0.814037504,HOLD,LOWER,RAISE
0.0951,0.0581,8.669683658,1.751826492,10.03499284,0.887736231,0.3361,0.2521,0.825428227,HOLD,LOWER,RAISE
0.0941,0.0581,8.874268078,1.365309179,10.03499284,0.989787938,0.3401,0.2551,0.863945176,HOLD,LOWER,RAISE
0.0931,0.0581,8.896055804,1.160724759,10.03499284,1.299964611,0.3441,0.2581,0.884332278,HOLD,LOWER,RAISE
0.0921,0.0581,9.207379369,1.138937033,10.03499284,1.532845015,0.3481,0.2611,0.886503453,HOLD,LOWER,RAISE
0.0911,0.0581,9.746026896,0.827613469,10.03499284,1.616837296,0.3521,0.2641,0.917527249,HOLD,LOWER,RAISE
0.0901,0.0581,5.044319809,0.288965942,10.03499284,2.35521225,0.3561,0.2671,0.971204171,HOLD,LOWER,STOP
0.0891,0.0581,5.620715479,4.990673029,10.03499284,3.491290206,0.0001,0.0001,0.502672985,RAISE,LOWER,RAISE
0.0881,0.0591,6.580358902,4.414277359,10.03499284,0.225248797,0.0041,0.0031,0.560111559,RAISE,LOWER,RAISE
0.0871,0.0601,7.557706919,3.454633936,10.03499284,0.298139803,0.0081,0.0061,0.655741265,RAISE,HOLD,RAISE
0.0871,0.0611,8.293856934,2.477285919,10.03499284,0.437540246,0.0121,0.0091,0.753135258,RAISE,HOLD,RAISE
0.0871,0.0621,8.360876834,1.741135903,10.03499284,0.669592224,0.0161,0.0121,0.826493558,HOLD,HOLD,RAISE
0.0871,0.0621,8.854574841,1.674116004,10.03499284,0.960393364,0.0201,0.0151,0.833172177,HOLD,HOLD,RAISE
0.0871,0.0621,9.096388857,1.180417997,10.03499284,1.057820942,0.0241,0.0181,0.882369822,HOLD,HOLD,RAISE
0.0871,0.0621,8.964825987,0.938603981,10.03499284,1.541214871,0.0281,0.0211,0.906466901,HOLD,HOLD,RAISE
0.0871,0.0621,9.633150558,1.070166851,10.03499284,1.910246743,0.0321,0.0241,0.893356491,HOLD,HOLD,RAISE
0.0871,0.0621,9.509302014,0.40184228,10.03499284,1.800308158,0.0361,0.0271,0.959955898,HOLD,HOLD,RAISE
0.0871,0.0621,5.944370518,0.525690824,10.03499284,4.73285291,0.0401,0.0301,0.94761423,HOLD,HOLD,RAISE
0.0871,0.0621,6.437857662,4.09062232,10.03499284,2.261546236,0.0441,0.0331,0.592364201,RAISE,HOLD,RAISE
0.0871,0.0631,6.696130084,3.597135176,10.03499284,0.314761773,0.0481,0.0361,0.641540833,RAISE,HOLD,RAISE
0.0871,0.0641,6.952922795,3.338862754,10.03499284,0.3723035,0.0521,0.0391,0.667278013,RAISE,HOLD,RAISE
0.0871,0.0651,7.727077479,3.082070043,10.03499284,0.416484492,0.0561,0.0421,0.692867739,RAISE,HOLD,RAISE
0.0871,0.0661,7.852280247,2.307915358,10.03499284,0.501421277,0.0601,0.0451,0.770013253,RAISE,HOLD,RAISE
0.0871,0.0671,8.699806774,2.182712591,10.03499284,0.680465184,0.0641,0.0481,0.782489871,RAISE,HOLD,RAISE
0.0871,0.0681,8.812875764,1.335186064,10.03499284,0.797155504,0.0681,0.0511,0.866946984,HOLD,RAISE,RAISE
0.1071,0.0681,9.78253741,1.222117074,10.03499284,1.320097026,0.0721,0.0541,0.878214455,HOLD,RAISE,RAISE
0.1271,0.0681,5.486263626,0.252455428,10.03499284,1.600916576,0.0761,0.0571,0.97484249,HOLD,LOWER,STOP
0.1261,0.0681,5.531559973,4.548729212,10.03499284,4.346322576,0.0001,0.0001,0.546713258,RAISE,LOWER,RAISE
0.1251,0.0691,5.968633715,4.503432864,10.03499284,0.243213421,0.0041,0.0031,0.551227097,RAISE,LOWER,RAISE
0.1241,0.0701,5.97648825,4.066359123,10.03499284,0.265070398,0.0081,0.0061,0.59478206,RAISE,LOWER,RAISE
0.1231,0.0711,6.700348241,4.058504587,10.03499284,0.293947882,0.0121,0.0091,0.595564775,RAISE,LOWER,RAISE
0.1221,0.0721,6.715901375,3.334644596,10.03499284,0.330188033,0.0161,0.0121,0.667698358,RAISE,LOWER,RAISE
0.1211,0.0731,7.291459376,3.319091462,10.03499284,0.402795631,0.0201,0.0151,0.669248248,RAISE,LOWER,RAISE
0.1201,0.0741,8.038150279,2.743533462,10.03499284,0.439364775,0.0241,0.0181,0.726603346,RAISE,LOWER,RAISE
0.1191,0.0751,8.804292651,1.996842559,10.03499284,0.585970639,0.0281,0.0211,0.801012059,HOLD,LOWER,RAISE
0.1181,0.0751,9.148365294,1.230700187,10.03499284,0.881821415,0.0321,0.0241,0.877359136,HOLD,LOWER,RAISE
0.1171,0.0751,9.58422399,0.886627544,10.03499284,1.486692761,0.0361,0.0271,0.91164642,HOLD,LOWER,RAISE
0.1161,0.0751,8.867617416,0.450768848,10.03499284,2.161950428,0.0401,0.0301,0.955080302,HOLD,LOWER,RAISE
0.1151,0.0751,9.412152671,1.167375422,10.03499284,3.934441102,0.0441,0.0331,0.883669531,HOLD,LOWER,RAISE
0.1141,0.0751,3.149110421,0.622840166,10.03499284,1.612532266,0.0481,0.0361,0.937933173,HOLD,LOWER,RAISE
0.1131,0.0751,3.223148758,6.885882417,10.03499284,1.011209807,0.0521,0.0391,0.313812922,RAISE,LOWER,RAISE
0.1121,0.0761,3.739793029,6.81184408,10.03499284,0.093616143,0.0561,0.0421,0.321190938,RAISE,LOWER,RAISE
0.1111,0.0771,4.527619782,6.295199809,10.03499284,0.109802661,0.0601,0.0451,0.372675207,RAISE,HOLD,RAISE
0.1111,0.0781,5.078346419,5.507373056,10.03499284,0.143843561,0.0641,0.0481,0.45118316,RAISE,HOLD,RAISE
0.1111,0.0791,6.029776422,4.956646419,10.03499284,0.184419917,0.0681,0.0511,0.506063781,RAISE,HOLD,RAISE
0.1111,0.0801,7.02972335,4.005216416,10.03499284,0.243300648,0.0721,0.0541,0.60087501,RAISE,HOLD,RAISE
0.1111,0.0811,7.779475249,3.005269488,10.03499284,0.35102839,0.0761,0.0571,0.700521013,RAISE,HOLD,RAISE
0.1111,0.0821,8.7177918,2.255517589,10.03499284,0.517722306,0.0801,0.0601,0.775234758,RAISE,HOLD,RAISE
0.1111,0.0831,9.429773082,1.317201038,10.03499284,0.773019181,0.0841,0.0631,0.868739215,HOLD,HOLD,RAISE
0.1111,0.0831,10.0942665,0.605219756,10.03499284,1.431789501,0.0881,0.0661,0.939689069,HOLD,HOLD,RAISE
0.1111,0.0831,0.770658571,-0.059273659,10.03499284,3.335735952,0.0921,0.0691,1.005906697,HOLD,STOP,HOLD
0.0001,0.0831,1.492370354,9.264334267,10.03499284,-2.600340824,0.0921,0.0691,0.076797122,RAISE,HOLD,RAISE
0.0001,0.0841,1.978140263,8.542622484,10.03499284,0.032217541,0.0961,0.0721,0.148716634,RAISE,RAISE,RAISE
0.0201,0.0851,2.939990659,8.056852575,10.03499284,0.046312248,0.1001,0.0751,0.197124233,RAISE,RAISE,RAISE
0.0401,0.0861,3.87834685,7.095002179,10.03499284,0.072981121,0.1041,0.0781,0.292973867,RAISE,RAISE,RAISE
0.0601,0.0871,4.759660732,6.156645988,10.03499284,0.109326164,0.1081,0.0811,0.386482274,RAISE,RAISE,RAISE
0.0801,0.0881,5.197729539,5.275332106,10.03499284,0.154618626,0.1121,0.0841,0.474306341,RAISE,RAISE,RAISE
0.1001,0.0891,5.747837765,4.837263299,10.03499284,0.197057908,0.1161,0.0871,0.517960463,RAISE,RAISE,RAISE
0.1201,0.0901,5.831133658,4.287155073,10.03499284,0.237648332,0.1201,0.0901,0.572779459,RAISE,RAISE,RAISE
0.1401,0.0911,6.683681089,4.20385918,10.03499284,0.272028119,0.1241,0.0931,0.581080002,RAISE,HOLD,RAISE
0.1401,0.0921,6.823502117,3.351311748,10.03499284,0.317978353,0.1281,0.0961,0.666037455,RAISE,LOWER,RAISE
0.1391,0.0931,7.667878476,3.21149072,10.03499284,0.407213809,0.1321,0.0991,0.679970801,RAISE,LOWER,RAISE
0.1381,0.0941,7.988521136,2.367114362,10.03499284,0.477527674,0.1361,0.1021,0.764113996,RAISE,HOLD,RAISE
0.1381,0.0951,7.992016673,2.046471702,10.03499284,0.674958613,0.1401,0.1051,0.796066451,RAISE,HOLD,RAISE
0.1381,0.0961,8.85617102,2.042976165,10.03499284,0.781053231,0.1441,0.1081,0.796414786,RAISE,HOLD,RAISE
0.1381,0.0971,9.037902001,1.178821818,10.03499284,0.866987209,0.1481,0.1111,0.882528883,HOLD,HOLD,RAISE
0.1381,0.0971,9.688311094,0.997090837,10.03499284,1.533378813,0.1521,0.1141,0.90063861,HOLD,HOLD,RAISE
0.1381,0.0971,0.458477179,0.346681744,10.03499284,1.943315641,0.1561,0.1171,0.965452716,HOLD,HOLD,RAISE
0.1381,0.0971,1.335139951,9.576515658,10.03499284,0.264494561,0.1601,0.1201,0.045687843,RAISE,HOLD,RAISE
0.1381,0.0981,1.983956219,8.699852887,10.03499284,0.027883627,0.1641,0.1231,0.133048421,RAISE,HOLD,RAISE
0.1381,0.0991,2.153380269,8.051036619,10.03499284,0.04560896,0.1681,0.1261,0.1977038,RAISE,HOLD,RAISE
0.1381,0.1001,3.110559919,7.881612569,10.03499284,0.053493242,0.1721,0.1291,0.214587126,RAISE,HOLD,RAISE
0.1381,0.1011,4.068674654,6.924432919,10.03499284,0.078932069,0.1761,0.1321,0.309971314,RAISE,HOLD,RAISE
0.1381,0.1021,4.464915423,5.966318184,10.03499284,0.117516473,0.1801,0.1351,0.405448685,RAISE,HOLD,RAISE
0.1381,0.1031,5.029059877,5.570077415,10.03499284,0.149670711,0.1841,0.1381,0.44493459,RAISE,HOLD,RAISE
0.1381,0.1041,5.866785308,5.005932961,10.03499284,0.180574147,0.1881,0.1411,0.501152314,RAISE,HOLD,RAISE
0.1381,0.1051,6.00625459,4.16820753,10.03499284,0.234393283,0.1921,0.1441,0.584632735,RAISE,HOLD,RAISE
0.1381,0.1061,6.973036468,4.028738248,10.03499284,0.288193644,0.1961,0.1471,0.598531029,RAISE,HOLD,RAISE
0.1381,0.1071,7.12392625,3.06195637,10.03499284,0.346164781,0.2001,0.1501,0.694872092,RAISE,HOLD,RAISE
0.1381,0.1081,8.060553948,2.911066588,10.03499284,0.4653186,0.2041,0.1531,0.709908454,RAISE,RAISE,RAISE
0.1581,0.1091,8.306156776,1.97443889,10.03499284,0.553786985,0.2081,0.1561,0.803244614,HOLD,RAISE,RAISE
0.1781,0.1091,9.19697463,1.728836062,10.03499284,0.841368838,0.2121,0.1591,0.827719253,HOLD,HOLD,RAISE
0.1781,0.1091,10.02076179,0.838018208,10.03499284,1.063949883,0.2161,0.1621,0.916490403,HOLD,LOWER,RAISE
0.1771,0.1091,9.159613625,0.01423105,10.03499284,2.391537963,0.2201,0.1651,0.998581857,HOLD,LOWER,HOLD
0.1761,0.1091,9.556914438,0.875379212,10.03499284,128.7271635,0.2201,0.1651,0.912767331,HOLD,LOWER,RAISE
0.1751,0.1091,3.44511467,0.4780784,10.03499284,2.183491292,0.2241,0.1681,0.95235887,HOLD,LOWER,RAISE
0.1741,0.1091,4.228031143,6.589878168,10.03499284,1.441234188,0.2281,0.1711,0.343310127,RAISE,LOWER,RAISE
0.1731,0.1101,4.777492278,5.806961695,10.03499284,0.128318947,0.2321,0.1741,0.421328765,RAISE,LOWER,RAISE
0.1721,0.1111,5.161162106,5.25750056,10.03499284,0.164543613,0.2361,0.1771,0.476083277,RAISE,LOWER,RAISE
0.1711,0.1121,5.250633892,4.873830731,10.03499284,0.1963352,0.2401,0.1801,0.514316471,RAISE,LOWER,RAISE
0.1701,0.1131,5.32666393,4.784358946,10.03499284,0.2154623,0.2441,0.1831,0.52323245,RAISE,LOWER,RAISE
0.1691,0.1141,5.480223114,4.708328908,10.03499284,0.222669912,0.2481,0.1861,0.530808942,RAISE,LOWER,RAISE
0.1681,0.1151,5.733545428,4.554769724,10.03499284,0.232788457,0.2521,0.1891,0.546111313,RAISE,HOLD,RAISE
0.1681,0.1161,6.332719396,4.30144741,10.03499284,0.251760057,0.2561,0.1921,0.571355209,RAISE,HOLD,RAISE
0.1681,0.1171,6.77970915,3.702273442,10.03499284,0.294445976,0.2601,0.1951,0.631063669,RAISE,HOLD,RAISE
0.1681,0.1181,6.965401697,3.255283688,10.03499284,0.366245727,0.2641,0.1981,0.675606775,RAISE,HOLD,RAISE
0.1681,0.1191,7.213696757,3.069591141,10.03499284,0.427944374,0.2681,0.2011,0.694111277,RAISE,HOLD,RAISE
0.1681,0.1201,7.655694453,2.82129608,10.03499284,0.470010267,0.2721,0.2041,0.718854201,RAISE,HOLD,RAISE
0.1681,0.1211,8.008758451,2.379298385,10.03499284,0.542707623,0.2761,0.2071,0.762899842,RAISE,HOLD,RAISE
0.1681,0.1221,8.789174534,2.026234387,10.03499284,0.67320337,0.2801,0.2101,0.798083126,RAISE,HOLD,RAISE
0.1681,0.1231,9.588516052,1.245818304,10.03499284,0.867537792,0.2841,0.2131,0.875852597,HOLD,HOLD,RAISE
0.1681,0.1231,5.964187322,0.446476786,10.03499284,1.539312117,0.2881,0.2161,0.955508012,HOLD,HOLD,RAISE
0.1681,0.1231,6.925182399,4.070805516,10.03499284,2.67166738,0.2921,0.2191,0.594338971,RAISE,HOLD,RAISE
0.1681,0.1241,7.737900783,3.109810439,10.03499284,0.340236465,0.2961,0.2221,0.690103372,RAISE,HOLD,RAISE
0.1681,0.1251,8.059354108,2.297092055,10.03499284,0.497644531,0.3001,0.2251,0.771091809,RAISE,HOLD,RAISE
0.1681,0.1261,8.343217313,1.97563873,10.03499284,0.701700577,0.3041,0.2281,0.803125048,HOLD,HOLD,RAISE
0.1681,0.1261,8.41285407,1.691775525,10.03499284,0.844609613,0.3081,0.2311,0.831412383,HOLD,HOLD,RAISE
0.1681,0.1261,8.986910786,1.622138768,10.03499284,0.994559142,0.3121,0.2341,0.838351776,HOLD,HOLD,RAISE
0.1681,0.1261,9.98032269,1.048082052,10.03499284,1.108032305,0.3161,0.2371,0.89555727,HOLD,HOLD,RAISE
0.1681,0.1261,2.937405529,0.054670147,10.03499284,1.904492625,0.3201,0.2401,0.994552049,HOLD,STOP,HOLD
0.0001,0.1261,3.409629128,7.097587309,10.03499284,10.74592137,0.3201,0.2401,0.292716256,RAISE,HOLD,RAISE
0.0001,0.1271,3.915115567,6.62536371,10.03499284,0.09607854,0.3241,0.2431,0.339773947,RAISE,RAISE,RAISE
0.0201,0.1281,4.180188592,6.119877271,10.03499284,0.11818568,0.3281,0.2461,0.390146324,RAISE,RAISE,RAISE
0.0401,0.1291,4.669696648,5.854804246,10.03499284,0.13661021,0.3321,0.2491,0.416561193,RAISE,RAISE,RAISE
0.0601,0.1301,5.531983621,5.36529619,10.03499284,0.159516747,0.3361,0.2521,0.465341304,RAISE,RAISE,RAISE
0.0801,0.1311,5.74495252,4.503009217,10.03499284,0.206213541,0.3401,0.2551,0.551269314,RAISE,RAISE,RAISE
0.1001,0.1321,6.140970587,4.290040318,10.03499284,0.255160593,0.3441,0.2581,0.57249194,RAISE,RAISE,RAISE
0.1201,0.1331,6.734349577,3.89402225,10.03499284,0.286289645,0.3481,0.2611,0.611955652,RAISE,RAISE,RAISE
0.1401,0.1341,7.627097191,3.300643261,10.03499284,0.345881412,0.3521,0.2641,0.671086635,RAISE,RAISE,RAISE
0.1601,0.1351,7.914186417,2.407895647,10.03499284,0.462158227,0.3561,0.2671,0.760050088,RAISE,RAISE,RAISE
0.1801,0.1361,8.85629537,2.120806421,10.03499284,0.65735294,0.3601,0.2701,0.7886589,RAISE,RAISE,RAISE
0.2001,0.1371,9.039365614,1.178697468,10.03499284,0.835181871,0.3641,0.2731,0.882541275,HOLD,HOLD,RAISE
0.2001,0.1371,9.954374983,0.995627223,10.03499284,1.533788926,0.3681,0.2761,0.900784461,HOLD,HOLD,RAISE
0.2001,0.1371,5.299093,0.080617855,10.03499284,1.999618883,0.3721,0.2791,0.991966327,HOLD,STOP,HOLD
0.0001,0.1371,5.91707942,4.735899838,10.03499284,13.14620198,0.3721,0.2791,0.528061463,RAISE,HOLD,RAISE
0.0001,0.1381,6.563385943,4.117913417,10.03499284,0.249881949,0.3761,0.2821,0.589644608,RAISE,RAISE,RAISE
